C,Omega,Epsilon,Kernel_alignment
0.01,100.0,10000.0,0.984583799140768
0.0001,100.0,0.0001,0.984364804457127
0.1,100.0,10.0,0.984072727845886
0.001,100.0,0.01,0.984417582345725
0.0001,100.0,100.0,0.983981545400156
0.1,100.0,10000.0,0.9844465408437004
0.01,1000.0,100.0,0.984249609091708
0.001,1000.0,10.0,0.9841947186556416
0.001,100.0,0.001,0.9841366257709405
0.0001,100.0,10000.0,0.9838519610304319
0.001,100.0,0.001,0.9828243991455319
0.1,100.0,10.0,0.9833301576520446
0.001,1000.0,1000.0,0.9827194563420802
0.01,100.0,0.01,0.982769313929488
0.01,100.0,1.0,0.9831300711626821
0.1,100.0,1000.0,0.983120903699887
0.0001,1000.0,0.001,0.9832576994438347
0.1,100.0,1.0,0.9830998752760541
0.001,100.0,0.001,0.9830115141235428
0.01,100.0,0.01,0.9830451058946896
0.01,100.0,0.0001,0.9828113607624688
0.1,100.0,100.0,0.9828751552657267
0.0001,100.0,10.0,0.9827216335056621
0.0001,1000.0,0.0001,0.9827799771899807
0.0001,100.0,0.1,0.9827464289266328
0.1,100.0,0.001,0.9826983499650834
0.001,100.0,100.0,0.9827333245027022
0.01,100.0,10000.0,0.9830810903558035
0.1,100.0,100.0,0.9829073722030841
0.1,100.0,1.0,0.9829818773104353
0.1,100.0,100.0,0.9831118790315194
0.0001,100.0,10000.0,0.9832275237835887
0.0001,100.0,10000.0,0.9837464899777753
0.001,100.0,10.0,0.9832815203572369
0.01,100.0,0.001,0.9831642348335967
0.01,100.0,10000.0,0.9830954384147674
0.1,1000.0,100.0,0.983289763497594
0.01,100.0,0.001,0.9828019782644498
0.1,100.0,0.1,0.9829927906561452
0.1,1000.0,0.1,0.9832608152043867
