C,Omega,Epsilon,Kernel_alignment
0.001,10000.0,0.0001,0.8757115893011602
0.001,10000.0,10000.0,0.8752904684330409
0.0001,100.0,0.1,0.8741489198635191
0.001,100.0,0.001,0.875591953917508
0.001,1000.0,0.001,0.8740902187318975
0.0001,100.0,10000.0,0.8679070352976433
0.1,100.0,10.0,0.8686969168864956
0.001,100.0,0.001,0.870279380726463
0.1,10000.0,0.0001,0.8725129459316221
0.1,100.0,0.0001,0.8723833930740722
0.1,10000.0,1000.0,0.8666593699398927
0.0001,1000.0,1.0,0.8676989465682632
0.0001,100.0,0.0001,0.8657561107593621
0.001,1000.0,10000.0,0.86597539980379
0.01,100.0,0.1,0.8670455707636096
0.01,10000.0,10000.0,0.8662671028132424
0.0001,100.0,0.1,0.8656893818296414
0.01,100.0,0.001,0.8631715056363535
0.001,10000.0,1000.0,0.8631176145371607
0.1,100.0,10.0,0.8648892471006813
0.0001,100.0,100.0,0.8643550981909974
0.0001,10000.0,0.1,0.8664025869990104
0.001,100.0,1.0,0.8645606768335495
0.0001,1000.0,10000.0,0.8644882354267808
0.01,100.0,0.0001,0.8651528461096455
0.0001,10000.0,0.1,0.8618537287729585
0.01,1000.0,1.0,0.8610873765219492
0.0001,1000.0,1000.0,0.864217321629174
0.0001,1000.0,1.0,0.8633033467242615
0.01,100.0,0.001,0.8625323576934926
0.0001,1000.0,0.01,0.861818349808647
0.0001,100.0,1.0,0.8679780467312627
0.0001,1000.0,0.001,0.8648140682905231
0.1,1000.0,10000.0,0.8670843408054537
0.1,100.0,10.0,0.8630912031224
0.1,100.0,1000.0,0.8678870127300302
0.1,1000.0,1.0,0.865108196884784
0.0001,100.0,1000.0,0.8650849632439047
0.0001,100.0,100.0,0.8630903991249672
0.1,100.0,0.01,0.8631376788403666
