C,Epsilon,Omega,Kernel_alignment
0.0001,1000.0,1000.0,0.6240983783434648
0.1,1000.0,100.0,0.6236465313243891
0.0001,1000.0,1000.0,0.6242712806369355
0.0001,1000.0,1000.0,0.6259744116842966
0.0001,1000.0,1000.0,0.621892788446446
0.0001,1000.0,1000.0,0.6314391467862637
0.0001,1000.0,1000.0,0.6302227915354651
0.0001,1000.0,1000.0,0.6317145320920265
0.0001,1000.0,1000.0,0.6319725289284988
0.1,1000.0,100.0,0.6306222396999229
0.0001,1000.0,1000.0,0.6108985868198095
0.001,1000.0,100.0,0.6077651746441379
0.1,1000.0,100.0,0.6085202486537229
0.1,1000.0,100.0,0.6078646163807354
0.1,1000.0,100.0,0.6085813836564404
0.0001,1000.0,1000.0,0.6299885596253415
0.0001,1000.0,1000.0,0.6284342441811014
0.1,1000.0,100.0,0.6276714413179139
0.1,1000.0,100.0,0.6264662746428385
0.0001,1000.0,1000.0,0.6291352493645711
0.0001,1000.0,100.0,0.6139274158746636
0.0001,1000.0,100.0,0.612023259906922
0.1,1000.0,100.0,0.6052438898988043
0.1,1000.0,100.0,0.6154100283528688
0.1,1000.0,100.0,0.6041816748176128
0.1,1000.0,100.0,0.628109169820959
0.0001,1000.0,1000.0,0.6278087090773342
0.0001,1000.0,1000.0,0.6259903654058997
0.0001,1000.0,1000.0,0.6296129259809243
0.0001,1000.0,100.0,0.6266980905280067
0.0001,1000.0,1000.0,0.6068903219813444
0.1,1000.0,100.0,0.6184875167460147
0.0001,1000.0,1000.0,0.611079328447915
0.0001,1000.0,1000.0,0.6170109834299021
0.1,1000.0,100.0,0.6044371168067574
0.0001,1000.0,1000.0,0.6236079052155565
0.1,1000.0,100.0,0.6243599914657453
0.0001,1000.0,1000.0,0.6231199616228679
0.0001,1000.0,1000.0,0.62371956797307
0.0001,1000.0,1000.0,0.6226579928524354
