C,Epsilon,Omega,Kernel_alignment
0.0001,100.0,1000.0,0.8920147911390061
0.0001,100.0,1000.0,0.891452368531664
0.0001,100.0,1000.0,0.8910836727602742
0.0001,100.0,1000.0,0.8910196424464788
0.0001,100.0,100.0,0.8913404139811923
0.0001,100.0,1000.0,0.8953284195493145
0.0001,100.0,1000.0,0.8961352687462428
0.0001,100.0,1000.0,0.8954323453739694
0.0001,100.0,1000.0,0.89511479226134
0.001,100.0,1000.0,0.8938038241684171
0.0001,100.0,1000.0,0.8908013437836544
0.0001,100.0,1000.0,0.8904990319248856
0.0001,100.0,1000.0,0.8899224524800377
0.0001,100.0,1000.0,0.8906084480894806
0.0001,100.0,1000.0,0.890391300146689
0.01,10.0,100.0,0.8974546101688177
0.1,100.0,100.0,0.8967177625320355
0.0001,100.0,1000.0,0.895865534123797
0.0001,100.0,1000.0,0.8963310213768596
0.0001,100.0,1000.0,0.8973931916972098
0.0001,100.0,1000.0,0.8953155213856502
0.0001,100.0,100.0,0.8927586752734467
0.0001,100.0,1000.0,0.8946943903437926
0.1,100.0,100.0,0.895601223009537
0.0001,100.0,1000.0,0.8933715239246046
0.001,100.0,1000.0,0.8959289617918305
0.001,100.0,1000.0,0.8961946180242213
0.0001,100.0,1000.0,0.8949699267646334
0.1,10.0,100.0,0.8957897846374662
0.0001,100.0,1000.0,0.8960051138652072
0.0001,100.0,1000.0,0.8937791597026076
0.0001,100.0,1000.0,0.892869479498032
0.0001,100.0,10000.0,0.894808108871488
0.0001,100.0,100.0,0.8930168588406153
0.0001,100.0,1000.0,0.892601871769101
0.0001,100.0,1000.0,0.8949130530599152
0.0001,100.0,1000.0,0.8946932519014429
0.0001,100.0,1000.0,0.8945462199101707
0.0001,100.0,1000.0,0.8943434550606414
0.0001,100.0,1000.0,0.8943481156820245
