C,Epsilon,Omega,Kernel_alignment
0.0001,100.0,10000.0,0.9903868892247851
0.0001,100.0,10000.0,0.9903479283963167
0.0001,100.0,10000.0,0.9904466952286277
0.0001,100.0,10000.0,0.989788818411668
0.0001,100.0,10000.0,0.9903979568242725
0.0001,100.0,10000.0,0.9899799543145381
0.0001,100.0,10000.0,0.9898294512150225
0.0001,100.0,10000.0,0.9897776511367925
0.01,1.0,10.0,0.99258446517251
0.0001,10.0,10.0,0.99031401752552
0.0001,100.0,10000.0,0.9898993137108772
0.0001,100.0,10000.0,0.9900612707682761
0.0001,100.0,10000.0,0.9898307761415857
0.0001,100.0,10000.0,0.9899429490017354
0.0001,100.0,10000.0,0.9899216082215683
0.0001,100.0,10000.0,0.989783545569279
0.0001,100.0,10000.0,0.9897004459937072
0.0001,100.0,10000.0,0.9898242683853913
0.0001,100.0,10000.0,0.9898540403129684
0.0001,100.0,10000.0,0.9898344403246279
0.0001,100.0,10000.0,0.9898065160248495
0.0001,100.0,10000.0,0.9901712170468127
0.0001,100.0,10000.0,0.9897509864489301
0.0001,100.0,10000.0,0.9897790076370363
0.0001,100.0,10000.0,0.9896980747042209
0.0001,100.0,10000.0,0.9898530373673016
0.0001,100.0,10000.0,0.9898447663855213
0.0001,100.0,10000.0,0.9897634830353998
0.0001,100.0,10000.0,0.9898288353724372
0.0001,100.0,10000.0,0.9897005488571826
0.0001,100.0,10000.0,0.9897636969881441
0.0001,100.0,10000.0,0.9899784049971907
0.0001,100.0,10000.0,0.9897570817334378
0.0001,100.0,10000.0,0.9902833238107746
0.0001,100.0,10000.0,0.9896978925469113
0.0001,100.0,10000.0,0.9896631269039985
0.0001,100.0,10000.0,0.9898935430013516
0.0001,100.0,10000.0,0.9896591653421962
0.0001,100.0,10000.0,0.9897697547918656
0.0001,100.0,10000.0,0.9897845538842324
