Rold,Rnew,RMSE,CVrmse,MAE
-0.14704617903642792,0.4293429883013462,6.365542024978662,10.454595811913219,5.3518449082251305
-0.026579593033972948,0.8316037934663956,3.485650583390751,5.63679091714696,2.9442300642849304
-0.07611263197921514,0.5454535335245161,5.8555594380393705,9.560097041696931,5.24163946586972
-0.13249607499304883,0.6985345875207181,4.592667289469307,7.538231086531484,4.0743880787339
-0.0888696003616869,0.5326239983519365,5.297611483627487,8.63330451599509,4.152855688376959
-0.053796550987900815,0.5307292237177463,5.309609698468236,8.62124570483984,4.045615417185789
-0.15931553059386805,0.45734225284170305,6.125629908944495,10.085416602501741,5.732737439980575
-0.06180396321241188,0.6838454906353306,4.490823549458637,7.260830314403616,3.9552109819727326
-0.11062547085565888,-0.1744064362797635,8.376099360881117,13.675264262663047,6.636638091609129
-0.18274532553394862,0.06215974546422187,7.428651639262773,12.21817703826114,5.4268399578640745
