Rold,Rnew,RMSE,CVrmse,MAE
0,0,0,0,0,[-0.64503402]
0,0,0,0,0,[-0.45845573]
0,0,0,0,0,[-0.90308781]
0,0,0,0,0,[-0.74881283]
0,0,0,0,0,[-0.6559153]
0,0,0,0,0,[-0.80747023]
0,0,0,0,0,[0.41583995]
0,0,0,0,0,[-0.02433841]
0,0,0,0,0,[-0.57231784]
0,0,0,0,0,[-0.54401638]
0,0,0,0,0,[-0.26391931]
0,0,0,0,0,[-0.47778829]
0,0,0,0,0,[0.05458925]
0,0,0,0,0,[1.16990447]
0,0,0,0,0,[-0.94738109]
0,0,0,0,0,[-0.60452818]
0,0,0,0,0,[0.03815227]
0,0,0,0,0,[0.05898731]
0,0,0,0,0,[0.72672225]
0,0,0,0,0,[-0.63983063]
0,0,0,0,0,[0.21417987]
0,0,0,0,0,[0.29088099]
0,0,0,0,0,[0.62409071]
0,0,0,0,0,[-0.57124779]
0,0,0,0,0,[0.70025933]
0,0,0,0,0,[0.09504642]
0,0,0,0,0,[0.29548437]
0,0,0,0,0,[0.60036602]
0,0,0,0,0,[0.05051982]
0,0,0,0,0,[-0.00081578]
0,0,0,0,0,[0.03267635]
0,0,0,0,0,[0.97477008]
0,0,0,0,0,[0.33709532]
0,0,0,0,0,[0.45490963]
0,0,0,0,0,[0.29493787]
0,0,0,0,0,[0.2285452]
0,0,0,0,0,[0.08239347]
0,0,0,0,0,[-0.14607292]
0,0,0,0,0,[0.30976741]
0,0,0,0,0,[0.37211329]
