Rold,Rnew,RMSE,CVrmse,MAE
0,0,0,0,0,[-1.18394419]
0,0,0,0,0,[-0.78790545]
0,0,0,0,0,[-0.60417511]
0,0,0,0,0,[-1.08105502]
0,0,0,0,0,[-0.83070282]
0,0,0,0,0,[-0.69483536]
0,0,0,0,0,[-0.66382657]
0,0,0,0,0,[-1.02980306]
0,0,0,0,0,[-1.21745202]
0,0,0,0,0,[-0.5854468]
0,0,0,0,0,[0.10015879]
0,0,0,0,0,[-0.38916261]
0,0,0,0,0,[0.60800742]
0,0,0,0,0,[-0.10998593]
0,0,0,0,0,[-0.4786562]
0,0,0,0,0,[-0.0369571]
0,0,0,0,0,[-0.60978941]
0,0,0,0,0,[-0.12831187]
0,0,0,0,0,[-0.18528659]
0,0,0,0,0,[0.21229166]
0,0,0,0,0,[0.70589167]
0,0,0,0,0,[0.35375852]
0,0,0,0,0,[0.41149367]
0,0,0,0,0,[0.42472256]
0,0,0,0,0,[0.13833312]
0,0,0,0,0,[0.49311309]
0,0,0,0,0,[0.76162681]
0,0,0,0,0,[-0.58441592]
0,0,0,0,0,[0.21833495]
0,0,0,0,0,[-0.15068748]
0,0,0,0,0,[0.77373027]
0,0,0,0,0,[0.87264558]
0,0,0,0,0,[0.36302931]
0,0,0,0,0,[0.55851713]
0,0,0,0,0,[0.98579464]
0,0,0,0,0,[0.61958856]
0,0,0,0,0,[0.9828292]
0,0,0,0,0,[0.47532968]
0,0,0,0,0,[0.75931341]
0,0,0,0,0,[0.85847986]
