Rold,Rnew,RMSE,CVrmse,MAE
0,0,0,0,0,[-0.42362325]
0,0,0,0,0,[-0.57624058]
0,0,0,0,0,[-0.79833614]
0,0,0,0,0,[-0.17947006]
0,0,0,0,0,[-0.23351019]
0,0,0,0,0,[0.46667974]
0,0,0,0,0,[0.33495355]
0,0,0,0,0,[-0.01028622]
0,0,0,0,0,[-0.18222438]
0,0,0,0,0,[0.08744874]
0,0,0,0,0,[-0.69593513]
0,0,0,0,0,[-0.34076403]
0,0,0,0,0,[-0.5638543]
0,0,0,0,0,[-0.61400282]
0,0,0,0,0,[-0.49330152]
0,0,0,0,0,[0.17550049]
0,0,0,0,0,[0.34190209]
0,0,0,0,0,[0.58182077]
0,0,0,0,0,[0.11477865]
0,0,0,0,0,[-0.02733001]
0,0,0,0,0,[-0.66229143]
0,0,0,0,0,[-0.278679]
0,0,0,0,0,[-0.41083307]
0,0,0,0,0,[-0.04946709]
0,0,0,0,0,[-0.7443947]
0,0,0,0,0,[0.15603931]
0,0,0,0,0,[-0.10206657]
0,0,0,0,0,[0.9332028]
0,0,0,0,0,[0.58748788]
0,0,0,0,0,[0.29749167]
0,0,0,0,0,[-0.22585635]
0,0,0,0,0,[-0.28871346]
0,0,0,0,0,[-0.0828248]
0,0,0,0,0,[-0.32128836]
0,0,0,0,0,[-0.42094427]
0,0,0,0,0,[0.40010668]
0,0,0,0,0,[0.34016592]
0,0,0,0,0,[-0.05431883]
0,0,0,0,0,[0.34705637]
0,0,0,0,0,[0.05978237]
