Rold,Rnew,RMSE,CVrmse,MAE
0,0,0,0,0,[-0.55867197]
0,0,0,0,0,[-0.34779317]
0,0,0,0,0,[-0.28897152]
0,0,0,0,0,[-0.515519]
0,0,0,0,0,[-0.85589172]
0,0,0,0,0,[-0.70314705]
0,0,0,0,0,[-0.77617518]
0,0,0,0,0,[-0.67254638]
0,0,0,0,0,[-1.11497304]
0,0,0,0,0,[-0.37040411]
0,0,0,0,0,[-0.0795164]
0,0,0,0,0,[-0.21465783]
0,0,0,0,0,[0.57890501]
0,0,0,0,0,[0.12732015]
0,0,0,0,0,[-0.29206645]
0,0,0,0,0,[-0.19708548]
0,0,0,0,0,[-0.70080573]
0,0,0,0,0,[-0.30161843]
0,0,0,0,0,[-0.25111787]
0,0,0,0,0,[-0.07987805]
0,0,0,0,0,[0.56555988]
0,0,0,0,0,[0.42082516]
0,0,0,0,0,[-0.03134926]
0,0,0,0,0,[0.4793332]
0,0,0,0,0,[0.26257421]
0,0,0,0,0,[0.46314886]
0,0,0,0,0,[0.22137027]
0,0,0,0,0,[-0.5928978]
0,0,0,0,0,[-0.48191927]
0,0,0,0,0,[-0.45488472]
0,0,0,0,0,[0.82959112]
0,0,0,0,0,[0.49539813]
0,0,0,0,0,[0.19528298]
0,0,0,0,0,[0.69810837]
0,0,0,0,0,[0.53852905]
0,0,0,0,0,[-0.03848122]
0,0,0,0,0,[0.83358863]
0,0,0,0,0,[0.02269106]
0,0,0,0,0,[0.45775553]
0,0,0,0,0,[0.77433592]
