C,Epsilon,Omega,Kernel_alignment
0.0001,1.0,1000.0,0.8304518857050863
0.0001,1.0,1000.0,0.8304484590669804
0.0001,1.0,1000.0,0.8300675163900567
0.0001,1.0,1000.0,0.8305369804753565
0.0001,1.0,1000.0,0.8298580023131479
0.0001,1.0,1000.0,0.8348948881469538
0.0001,1.0,1000.0,0.8347520057246625
0.0001,1.0,1000.0,0.8334126895299138
0.0001,1.0,1000.0,0.8320842912169528
0.0001,1.0,1.0,0.8290686292256952
0.0001,1.0,100.0,0.8286070464757198
0.0001,1.0,1000.0,0.8268035962449765
0.0001,1.0,1000.0,0.8238746509524054
0.0001,1.0,1000.0,0.8244290967632616
0.0001,1.0,1000.0,0.8253856241920853
0.0001,1.0,1000.0,0.836460431441943
0.0001,1.0,1000.0,0.83693815433362
0.0001,1.0,1000.0,0.8392217453157205
0.0001,1.0,1000.0,0.8379340899105531
0.0001,1.0,1000.0,0.8341878379857182
0.0001,1.0,1000.0,0.8263597400075717
0.0001,1.0,1000.0,0.825699085065895
0.0001,1.0,1000.0,0.8229715961588655
0.0001,1.0,1000.0,0.8280447316190651
0.0001,1.0,1000.0,0.8246466015894797
0.0001,1.0,1000.0,0.8325615598674906
0.0001,1.0,1000.0,0.8378028546392317
0.0001,1.0,1000.0,0.8379455666442313
0.0001,1.0,1000.0,0.8363557335636086
0.0001,1.0,1000.0,0.8375844686919218
0.0001,1.0,1000.0,0.8287904249178645
0.0001,1.0,1000.0,0.8347762610954914
0.0001,1.0,1000.0,0.8352920340180775
0.0001,1.0,1000.0,0.8251469153709475
0.0001,1.0,1000.0,0.824740074601843
0.0001,1.0,1000.0,0.8333045732516097
0.0001,1.0,1000.0,0.8319500792643233
0.0001,1.0,1000.0,0.8363606386020882
0.0001,1.0,1000.0,0.83226311413218
0.0001,1.0,1000.0,0.8307492000404971
