C,Epsilon,Omega,Kernel_alignment
0.0001,1000.0,1000.0,0.6584118832138441
0.0001,1000.0,100.0,0.659398984439119
0.0001,10000.0,0.001,0.6596011468904145
0.0001,1000.0,100.0,0.6620978465677384
0.0001,10000.0,0.0001,0.654337532886156
0.0001,1000.0,1000.0,0.6590910315944188
0.0001,1000.0,100.0,0.657193353471765
0.0001,1000.0,100.0,0.6568555137474182
0.0001,1000.0,1000.0,0.6583385997819272
0.0001,1000.0,1000.0,0.6581217305416224
0.1,10000.0,1.0,0.6457768579786111
0.0001,1000.0,100.0,0.6409765609020465
0.0001,1000.0,1000.0,0.6370947708882051
0.0001,100.0,1000.0,0.6347853535061468
0.0001,1000.0,1000.0,0.6387944017853587
0.1,1000.0,100.0,0.6609683989994618
0.0001,1000.0,100.0,0.658608140642528
0.0001,1000.0,100.0,0.6620510812435645
0.0001,1000.0,100.0,0.6607631525763609
0.0001,1000.0,100.0,0.6574988781487725
0.0001,100.0,1000.0,0.6342046310719153
0.0001,100.0,1000.0,0.6381716770805488
0.0001,100.0,1000.0,0.6285206180880127
0.0001,1000.0,1000.0,0.6326142784458689
0.0001,1000.0,1000.0,0.6299273683321371
0.0001,1000.0,100.0,0.6544578181990811
0.1,1000.0,100.0,0.6600165116183632
0.1,10000.0,0.0001,0.6605997252596183
0.0001,1000.0,100.0,0.6605209729995425
0.0001,1000.0,100.0,0.6596234233166579
0.0001,1000.0,100.0,0.6333919482320661
0.0001,1000.0,1000.0,0.661912394853975
0.1,10000.0,0.0001,0.6482183271434769
0.0001,100.0,1000.0,0.6384598978566793
0.0001,1000.0,1000.0,0.6325525397876942
0.0001,1000.0,1000.0,0.6557226693999617
0.1,1000.0,100.0,0.6505412719622287
0.0001,1000.0,1000.0,0.6577501877485625
0.1,1000.0,100.0,0.6508713416013697
0.1,1000.0,100.0,0.6491927853648438
