C,Epsilon,Omega,Kernel_alignment
0.0001,1000.0,100.0,0.7143426580362254
0.0001,1000.0,100.0,0.7142682131253528
0.0001,1000.0,100.0,0.7113633422820246
0.0001,1000.0,100.0,0.7142683047106999
0.0001,1000.0,1.0,0.7104654151388847
0.0001,1000.0,10.0,0.7148950005850082
0.0001,1000.0,100.0,0.7144561109755662
0.0001,1000.0,1000.0,0.7142973365227401
0.0001,1000.0,1000.0,0.7148772818793674
0.0001,1000.0,1.0,0.7087821084700626
0.0001,1000.0,1000.0,0.7046621153655878
0.0001,1000.0,10.0,0.7059427511667534
0.0001,1000.0,1000.0,0.6980553474144372
0.0001,1000.0,100.0,0.6985270027675899
0.0001,1000.0,100.0,0.7019669009525497
0.0001,1000.0,100.0,0.7177532643396982
0.0001,1000.0,100.0,0.712344698778754
0.0001,1000.0,10.0,0.7170371725900371
0.0001,1000.0,1000.0,0.7162757269893782
0.0001,1000.0,100.0,0.7153626907168972
0.0001,1000.0,1000.0,0.7021374350889603
0.0001,1000.0,1000.0,0.7046539957245357
0.0001,1000.0,1000.0,0.6924861139895885
0.0001,1000.0,100.0,0.7024412786586494
0.0001,1000.0,1000.0,0.6963688760209025
0.0001,1000.0,100.0,0.7111751847306435
0.0001,1000.0,1000.0,0.7158425889005148
0.0001,1000.0,100.0,0.7132490353905097
0.0001,1000.0,100.0,0.7174240818708673
0.0001,1000.0,1000.0,0.7155957868808537
0.0001,1000.0,100.0,0.7003226491977916
0.0001,1000.0,1000.0,0.7019330426736977
0.0001,1000.0,100.0,0.7158375604037229
0.0001,1000.0,1000.0,0.7034912390754406
0.0001,1000.0,1000.0,0.6921388468453858
0.0001,1000.0,100.0,0.7106946771104518
0.0001,1000.0,10.0,0.7060486519707323
0.0001,1000.0,1000.0,0.712718777435715
0.0001,1000.0,10.0,0.7072606296429372
0.0001,1000.0,10.0,0.7052061496778546
