Rold,Rnew,RMSE,CVrmse,MAE
0,0,0,0,0,[-1.03289488]
0,0,0,0,0,[-0.63628067]
0,0,0,0,0,[-0.84866113]
0,0,0,0,0,[-1.05300686]
0,0,0,0,0,[-0.67594167]
0,0,0,0,0,[-0.56590865]
0,0,0,0,0,[-0.57686582]
0,0,0,0,0,[-0.73527903]
0,0,0,0,0,[-0.63365512]
0,0,0,0,0,[-0.76048844]
0,0,0,0,0,[-0.05114569]
0,0,0,0,0,[-0.37254896]
0,0,0,0,0,[-0.01326901]
0,0,0,0,0,[0.05542069]
0,0,0,0,0,[-0.38086172]
0,0,0,0,0,[-0.03420008]
0,0,0,0,0,[-0.02160509]
0,0,0,0,0,[-0.00423801]
0,0,0,0,0,[0.19005626]
0,0,0,0,0,[0.05003132]
0,0,0,0,0,[-0.03437559]
0,0,0,0,0,[-0.03871999]
0,0,0,0,0,[-0.03051681]
0,0,0,0,0,[0.3161233]
0,0,0,0,0,[0.26171973]
0,0,0,0,0,[1.20926965]
0,0,0,0,0,[0.87559378]
0,0,0,0,0,[0.00256575]
0,0,0,0,0,[0.25302406]
0,0,0,0,0,[0.17129608]
0,0,0,0,0,[0.90437161]
0,0,0,0,0,[0.86791705]
0,0,0,0,0,[0.72687665]
0,0,0,0,0,[0.71182845]
0,0,0,0,0,[1.2009882]
0,0,0,0,0,[0.87851795]
0,0,0,0,0,[1.114378]
0,0,0,0,0,[0.93988973]
0,0,0,0,0,[1.13182995]
0,0,0,0,0,[0.99937408]
