Rold,Rnew,RMSE,CVrmse,MAE
0,0,0,0,0,[6.26507817]
0,0,0,0,0,[6.52560066]
0,0,0,0,0,[8.11242924]
0,0,0,0,0,[7.42105198]
0,0,0,0,0,[4.15120082]
0,0,0,0,0,[4.40209461]
0,0,0,0,0,[3.50218851]
0,0,0,0,0,[4.0446722]
0,0,0,0,0,[4.08196856]
0,0,0,0,0,[4.86079697]
0,0,0,0,0,[6.41662253]
0,0,0,0,0,[6.14047188]
0,0,0,0,0,[10.1255807]
0,0,0,0,0,[8.80615]
0,0,0,0,0,[6.34682194]
0,0,0,0,0,[7.1970967]
0,0,0,0,0,[4.03359827]
0,0,0,0,0,[6.17698801]
0,0,0,0,0,[6.15054694]
0,0,0,0,0,[6.04702755]
0,0,0,0,0,[9.64075806]
0,0,0,0,0,[8.5381137]
0,0,0,0,0,[10.14305029]
0,0,0,0,0,[9.85542682]
0,0,0,0,0,[9.26530169]
0,0,0,0,0,[8.86189377]
0,0,0,0,0,[7.26837957]
0,0,0,0,0,[4.21939136]
0,0,0,0,0,[5.93603698]
0,0,0,0,0,[4.89369425]
0,0,0,0,0,[10.90008626]
0,0,0,0,0,[8.8668011]
0,0,0,0,0,[9.99179571]
0,0,0,0,0,[10.52405774]
0,0,0,0,0,[10.19639791]
0,0,0,0,0,[5.94883153]
0,0,0,0,0,[8.5040176]
0,0,0,0,0,[7.08887613]
0,0,0,0,0,[7.81766067]
0,0,0,0,0,[8.18042639]
