C,Epsilon,Omega,Kernel_alignment
0.01,100.0,1000.0,0.9524375146687856
0.1,100.0,100.0,0.9533312569437614
0.001,1.0,0.1,0.953044948364737
0.0001,100.0,100.0,0.9540139396124755
0.1,100.0,100.0,0.9523400655594603
0.0001,100.0,100.0,0.9494993703447768
0.01,100.0,100.0,0.9480248386694857
0.01,1.0,1.0,0.948523753554609
0.01,1.0,1.0,0.9484533890515653
0.01,100.0,100.0,0.9491107546585993
0.01,100.0,1000.0,0.9495607107136118
0.01,100.0,100.0,0.950376317536415
0.01,1.0,1.0,0.950965424484043
0.0001,100.0,100.0,0.9504902657937135
0.01,100.0,100.0,0.9499976409191719
0.01,10.0,100.0,0.9482639252510099
0.01,100.0,100.0,0.9478178088424009
0.01,100.0,100.0,0.9478860469998985
0.0001,100.0,100.0,0.947686175705018
0.01,100.0,100.0,0.9476803654633508
0.01,100.0,100.0,0.9497669044323335
0.001,1.0,10.0,0.9503733670469062
0.01,1.0,1.0,0.9504781661532719
0.01,10.0,1000.0,0.94965166824747
0.01,1.0,1.0,0.9499732588292031
0.0001,100.0,100.0,0.9479871409385074
0.01,100.0,100.0,0.9477018911096498
0.01,100.0,100.0,0.9477590859178892
0.01,100.0,100.0,0.9479893752967926
0.01,100.0,100.0,0.9483220785598472
0.0001,10.0,100.0,0.948892458134037
0.01,100.0,1000.0,0.9476779018640211
0.01,100.0,1000.0,0.9491494126636953
0.1,100.0,100.0,0.9477502335470853
0.001,100.0,1000.0,0.9475492035010344
0.0001,1.0,1.0,0.9504746756729917
0.01,100.0,1000.0,0.9484833867995749
0.01,10.0,1000.0,0.9526693719809934
0.01,1.0,0.0001,0.9488222145569726
0.01,1.0,0.0001,0.9478026428517541
