Rold,Rnew,RMSE,CVrmse,MAE
0.4907999114577092,0.8044855322401895,1.5921157114417708,11.786628748672449,1.3363052380532796
0.4819205929440957,0.8109056677549772,1.763917143779218,12.885006642987415,1.480249746332082
0.5227709501260043,0.8424872016413736,1.3939172768951305,10.530611330296704,1.1145823322087418
0.4142928330865159,0.6454224346678701,2.6326699319429405,19.246158058277118,2.199694890855122
0.4905839098709688,0.8267653081479305,1.6943433840125122,12.506513632031385,1.3753638685875567
0.43350272985875693,0.8181175003224921,1.6067915905588326,12.110961884028962,1.4558922762076625
0.3049106759796867,0.32964706823088386,3.3142225982097857,23.19848525752534,2.024894118226796
0.48131259192717324,0.8679283951673786,1.2945602192450005,9.965246188595735,1.0627380842108822
0.44235768079023163,0.7109752741321551,1.9018686388589796,14.227157561384884,1.651144033986729
0.5822185494774992,0.7661871031969739,1.6020402014739525,11.931316230401583,1.4076620099106723
