Rold,Rnew,RMSE,CVrmse,MAE
0,0,0,0,0,[23.05332601]
0,0,0,0,0,[26.28209063]
0,0,0,0,0,[28.40373121]
0,0,0,0,0,[27.31250027]
0,0,0,0,0,[26.45164415]
0,0,0,0,0,[29.80432122]
0,0,0,0,0,[29.00190815]
0,0,0,0,0,[28.62351373]
0,0,0,0,0,[28.63078605]
0,0,0,0,0,[28.25904377]
0,0,0,0,0,[27.79653921]
0,0,0,0,0,[26.76355674]
0,0,0,0,0,[29.52862222]
0,0,0,0,0,[28.16631131]
0,0,0,0,0,[25.11330985]
0,0,0,0,0,[28.15681311]
0,0,0,0,0,[28.88874514]
0,0,0,0,0,[28.8619235]
0,0,0,0,0,[29.12276622]
0,0,0,0,0,[28.56942118]
0,0,0,0,0,[27.90562966]
0,0,0,0,0,[27.36351686]
0,0,0,0,0,[28.15449826]
0,0,0,0,0,[27.10284833]
0,0,0,0,0,[27.09846464]
0,0,0,0,0,[31.21375942]
0,0,0,0,0,[27.7476826]
0,0,0,0,0,[29.57875657]
0,0,0,0,0,[28.8160819]
0,0,0,0,0,[30.04322252]
0,0,0,0,0,[28.20316256]
0,0,0,0,0,[28.32743609]
0,0,0,0,0,[23.72573008]
0,0,0,0,0,[30.87013829]
0,0,0,0,0,[29.92450208]
0,0,0,0,0,[28.11492498]
0,0,0,0,0,[29.84232142]
0,0,0,0,0,[29.17957026]
0,0,0,0,0,[29.20094295]
0,0,0,0,0,[26.49238008]
