"['Green_BBCH25', 'TCARI_BBCH25', 'TCARIOSAVI_BBCH25']"
"['Green_BBCH25', 'Red_BBCH25']"
"['Red_BBCH25', 'MTCARI_BBCH25']"
"['Green_BBCH25', 'Red_BBCH25']"
