C,Omega,Epsilon,Kernel_alignment
0.01,1000.0,0.01,0.8715637555458638
0.1,1000.0,10.0,0.871985763200597
0.1,100.0,1000.0,0.8673457528798718
0.1,10000.0,0.0001,0.8707356086189666
0.1,100.0,0.1,0.8698295634420604
0.001,1000.0,0.01,0.8617053134845294
0.01,10000.0,0.01,0.8622342765645515
0.01,10000.0,0.01,0.8639954416541242
0.0001,100.0,100.0,0.8665206725708844
0.1,1000.0,0.1,0.8661913857312341
0.0001,1000.0,1.0,0.8594403526454337
0.01,100.0,100.0,0.8609819727033758
0.01,100.0,1.0,0.8586413821920198
0.1,100.0,1.0,0.8587579137711497
0.01,100.0,0.001,0.8614853289292108
0.1,100.0,0.01,0.8615968697546722
0.01,1000.0,0.001,0.8587908393323553
0.001,100.0,10000.0,0.8570093739173889
0.01,1000.0,10000.0,0.857089606866482
0.1,10000.0,0.001,0.8609407336791011
0.01,1000.0,0.001,0.8586629186690887
0.1,1000.0,0.0001,0.859202163774312
0.001,1000.0,10.0,0.8578761253910963
0.01,10000.0,10000.0,0.8604774149042621
0.1,1000.0,1000.0,0.8580042010870381
0.0001,1000.0,0.001,0.8581820549872264
0.01,1000.0,10000.0,0.8559087215313806
0.001,100.0,1000.0,0.8576357584809353
0.001,10000.0,0.001,0.857063920293512
0.0001,10000.0,0.0001,0.8563859030021528
0.1,1000.0,0.0001,0.8582993257911233
0.0001,10000.0,1.0,0.8641391044636891
0.001,1000.0,100.0,0.8594640425028882
0.0001,100.0,1000.0,0.8631505295486038
0.01,10000.0,100.0,0.8584566340594716
0.1,10000.0,0.01,0.8633011304788298
0.01,100.0,0.1,0.8576862356593675
0.0001,1000.0,0.01,0.8608353630208692
0.1,1000.0,0.01,0.8575045095078897
0.0001,100.0,0.0001,0.8572570597394312
